date,date,Aggravated Assault,Aircraft,Arson,Assembly or Gathering Violations,Auto Theft,Auto Theft Recovery,Ballistics,Biological Threat,Bomb Hoax,Burglary - No Property Taken,Commercial Burglary,Confidence Games,Counterfeiting,Criminal Harassment,Disorderly Conduct,Drug Violation,Embezzlement,Evading Fare,Explosives,Fire Related Reports,Firearm Discovery,Firearm Violations,Fraud,Gambling,HOME INVASION,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Harassment,Harbor Related Incidents,Homicide,INVESTIGATE PERSON,Investigate Person,Investigate Property,Landlord/Tenant Disputes,Larceny,Larceny From Motor Vehicle,License Plate Related Incidents,License Violation,Liquor Violation,Manslaughter,Medical Assistance,Missing Person Located,Missing Person Reported,Motor Vehicle Accident Response,Offenses Against Child / Family,Operating Under the Influence,Other,Other Burglary,Phone Call Complaints,Police Service Incidents,Prisoner Related Incidents,Property Found,Property Lost,Property Related Damage,Prostitution,Recovered Stolen Property,Residential Burglary,Restraining Order Violations,Robbery,Search Warrants,Service,Simple Assault,Towed,Vandalism,Verbal Disputes,Violations,Warrant Arrests,moonPhase,total
2016-04-27,2016-04-27,7.0,,,,6.0,1.0,1.0,,,,,2.0,2.0,,1.0,22.0,,1.0,,1.0,,2.0,11.0,,,,,9.0,1.0,,,21.0,7.0,1.0,19.0,7.0,,2.0,,,12.0,4.0,2.0,28.0,1.0,1.0,23.0,1.0,1.0,4.0,1.0,3.0,2.0,,,1.0,6.0,,7.0,3.0,,12.0,9.0,11.0,10.0,9.0,12.0,0.67,287
2016-04-28,2016-04-28,7.0,,,,4.0,1.0,,,,,,1.0,1.0,,4.0,23.0,,,,2.0,2.0,3.0,1.0,,,,,4.0,,,,15.0,5.0,,17.0,3.0,1.0,,,,17.0,3.0,2.0,20.0,,1.0,21.0,,,2.0,,2.0,2.0,,,1.0,5.0,1.0,4.0,,,15.0,5.0,11.0,12.0,6.0,5.0,0.7,229
2016-04-29,2016-04-29,9.0,,,1.0,3.0,,,,,,1.0,7.0,1.0,,3.0,15.0,,,,3.0,,1.0,7.0,,,,,7.0,,,,14.0,13.0,3.0,22.0,11.0,,,,,18.0,5.0,3.0,43.0,3.0,,18.0,,,1.0,,3.0,7.0,1.0,,1.0,9.0,1.0,4.0,,,7.0,7.0,19.0,8.0,13.0,4.0,0.74,296
2016-04-30,2016-04-30,3.0,,,3.0,5.0,1.0,1.0,,,,,2.0,1.0,,2.0,14.0,,2.0,,7.0,2.0,2.0,3.0,,,,,2.0,,,,7.0,6.0,,8.0,11.0,,2.0,2.0,,14.0,4.0,4.0,40.0,1.0,,13.0,,,3.0,,4.0,8.0,,,,3.0,1.0,2.0,,,18.0,9.0,14.0,10.0,7.0,6.0,0.77,247
2016-05-01,2016-05-01,8.0,,,,11.0,2.0,5.0,,,,1.0,1.0,2.0,1.0,3.0,6.0,,1.0,,3.0,1.0,,10.0,,,,,7.0,,,,9.0,9.0,1.0,24.0,3.0,1.0,1.0,1.0,,18.0,3.0,2.0,27.0,,2.0,13.0,,,1.0,,3.0,12.0,,,,5.0,,7.0,1.0,1.0,19.0,10.0,12.0,15.0,7.0,7.0,0.81,276
2016-05-02,2016-05-02,3.0,,,,6.0,1.0,,,,,,5.0,,,2.0,13.0,,,,2.0,,1.0,8.0,,,,,6.0,,,,16.0,12.0,1.0,17.0,9.0,,2.0,1.0,,27.0,1.0,,29.0,,,15.0,,,3.0,,,11.0,2.0,,3.0,3.0,,6.0,,1.0,15.0,14.0,15.0,18.0,8.0,6.0,0.85,282
2016-05-03,2016-05-03,4.0,,,1.0,5.0,2.0,,,,,,2.0,,,,14.0,,,,2.0,1.0,1.0,3.0,,,,,4.0,,,,15.0,6.0,,14.0,8.0,1.0,,,,21.0,2.0,2.0,30.0,,1.0,14.0,,,4.0,,3.0,4.0,,,1.0,5.0,,4.0,,,13.0,5.0,11.0,15.0,3.0,5.0,0.88,226
2016-05-04,2016-05-04,5.0,,1.0,,4.0,1.0,,,,,4.0,2.0,1.0,,,11.0,1.0,,,3.0,1.0,1.0,2.0,,,,,3.0,1.0,,,13.0,7.0,2.0,20.0,8.0,,,,,27.0,4.0,5.0,21.0,,,14.0,1.0,,3.0,,2.0,3.0,1.0,,,2.0,1.0,5.0,,,14.0,1.0,11.0,11.0,4.0,9.0,0.92,230
2016-05-05,2016-05-05,10.0,,,,4.0,1.0,,,,,1.0,4.0,5.0,,2.0,21.0,,1.0,,3.0,,1.0,6.0,,,,,4.0,,,,15.0,8.0,2.0,22.0,13.0,,,3.0,,30.0,2.0,3.0,33.0,,1.0,22.0,,,1.0,,3.0,7.0,4.0,,2.0,,,6.0,,1.0,17.0,9.0,13.0,5.0,4.0,11.0,0.96,300
2016-05-06,2016-05-06,8.0,,,1.0,3.0,,,,,,2.0,2.0,1.0,,3.0,15.0,,,,,2.0,1.0,2.0,,,,,3.0,,,,17.0,10.0,,23.0,10.0,,1.0,1.0,,15.0,6.0,3.0,42.0,1.0,2.0,19.0,,,,1.0,3.0,10.0,1.0,,2.0,15.0,1.0,3.0,1.0,,12.0,13.0,17.0,15.0,6.0,8.0,0.01,301
2016-05-07,2016-05-07,7.0,,,1.0,4.0,1.0,,,,,1.0,1.0,3.0,,3.0,15.0,,,,1.0,,2.0,4.0,,,,,1.0,,,,6.0,2.0,,22.0,5.0,,3.0,,,17.0,3.0,2.0,42.0,,2.0,12.0,,,1.0,,6.0,9.0,1.0,,,5.0,1.0,3.0,,1.0,12.0,15.0,16.0,7.0,8.0,5.0,0.04,250
2016-05-08,2016-05-08,9.0,,,2.0,4.0,,,,,,1.0,3.0,2.0,,2.0,4.0,,,,1.0,1.0,,2.0,,,,,5.0,,,,13.0,8.0,1.0,17.0,7.0,,2.0,,,23.0,4.0,3.0,46.0,,1.0,9.0,,,2.0,,1.0,4.0,1.0,,,2.0,,,,,11.0,6.0,19.0,13.0,4.0,4.0,0.07,237
2016-05-09,2016-05-09,6.0,,,,3.0,1.0,2.0,,1.0,,1.0,4.0,1.0,,3.0,31.0,,1.0,,,,,3.0,,,,,,,,,11.0,10.0,,24.0,12.0,,,,,23.0,6.0,5.0,28.0,2.0,,15.0,,,4.0,,1.0,5.0,1.0,,2.0,4.0,1.0,5.0,,,15.0,13.0,13.0,10.0,6.0,6.0,0.11,279
2016-05-10,2016-05-10,9.0,,,,3.0,2.0,,,,,,3.0,3.0,1.0,2.0,16.0,,,,1.0,2.0,1.0,9.0,,,,,4.0,,,,10.0,9.0,2.0,34.0,7.0,,,1.0,,22.0,3.0,4.0,28.0,,,19.0,1.0,,4.0,,1.0,9.0,2.0,,1.0,,1.0,4.0,,,16.0,5.0,12.0,10.0,9.0,9.0,0.15,279
2016-05-11,2016-05-11,8.0,,,1.0,7.0,1.0,1.0,,,,1.0,4.0,5.0,,6.0,16.0,1.0,1.0,,,1.0,,8.0,,,,,3.0,,,,14.0,9.0,5.0,27.0,8.0,1.0,1.0,1.0,,23.0,7.0,2.0,29.0,,1.0,13.0,1.0,,4.0,,5.0,8.0,1.0,,2.0,11.0,,4.0,2.0,1.0,18.0,9.0,14.0,9.0,6.0,6.0,0.18,306
2016-05-12,2016-05-12,5.0,,,1.0,6.0,1.0,,,,,1.0,5.0,1.0,,3.0,18.0,1.0,,,1.0,1.0,3.0,13.0,,,,,10.0,,,,22.0,5.0,1.0,20.0,9.0,1.0,,,,20.0,9.0,4.0,34.0,,2.0,19.0,,,4.0,1.0,1.0,7.0,,,1.0,7.0,,5.0,3.0,,7.0,10.0,10.0,12.0,10.0,14.0,0.21,308
2016-05-13,2016-05-13,6.0,,,1.0,10.0,2.0,,,1.0,,3.0,1.0,2.0,,1.0,17.0,,2.0,,1.0,1.0,3.0,9.0,,,,,3.0,,,,21.0,5.0,,17.0,7.0,1.0,2.0,2.0,,24.0,6.0,4.0,46.0,,2.0,14.0,,,3.0,1.0,2.0,5.0,,,1.0,5.0,2.0,2.0,,,13.0,6.0,12.0,14.0,3.0,6.0,0.25,289
2016-05-14,2016-05-14,10.0,,,1.0,4.0,,2.0,,,,1.0,2.0,1.0,,,20.0,,,,3.0,1.0,1.0,3.0,,,,,2.0,,,,10.0,12.0,,24.0,6.0,,4.0,,,18.0,6.0,1.0,40.0,,,10.0,1.0,,,,,8.0,,,1.0,7.0,,1.0,1.0,,11.0,6.0,11.0,16.0,8.0,2.0,0.28,255
2016-05-15,2016-05-15,14.0,,,1.0,5.0,,1.0,,,,1.0,2.0,,,,5.0,,,,2.0,1.0,1.0,4.0,,,,,1.0,,,,16.0,9.0,,18.0,9.0,,4.0,,,17.0,1.0,,25.0,1.0,1.0,12.0,1.0,,3.0,1.0,4.0,5.0,2.0,,1.0,5.0,,4.0,,,15.0,9.0,18.0,15.0,5.0,4.0,0.31,243
2016-05-16,2016-05-16,5.0,,,1.0,7.0,1.0,,,,,1.0,2.0,2.0,,2.0,19.0,,,,1.0,,2.0,8.0,,,,,1.0,,,,12.0,7.0,2.0,24.0,5.0,,1.0,1.0,,21.0,6.0,6.0,36.0,,,11.0,,,5.0,,3.0,3.0,2.0,,1.0,12.0,,6.0,,,18.0,13.0,20.0,11.0,5.0,7.0,0.34,290
2016-05-17,2016-05-17,2.0,,,2.0,11.0,,2.0,,,,3.0,2.0,2.0,,1.0,16.0,,1.0,,1.0,,1.0,5.0,,,,,5.0,,,,12.0,6.0,,20.0,6.0,,,1.0,,18.0,9.0,6.0,37.0,,1.0,16.0,1.0,,7.0,,5.0,10.0,,1.0,1.0,2.0,,4.0,,,18.0,5.0,14.0,9.0,5.0,14.0,0.37,282
2016-05-18,2016-05-18,9.0,,,,7.0,,1.0,,1.0,,,4.0,1.0,,2.0,19.0,2.0,,,2.0,1.0,1.0,8.0,,,,,5.0,,,,23.0,5.0,,22.0,15.0,,1.0,1.0,,23.0,2.0,1.0,34.0,,,12.0,1.0,,4.0,,2.0,10.0,,,2.0,4.0,4.0,2.0,,,14.0,8.0,14.0,7.0,6.0,4.0,0.4,284
2016-05-19,2016-05-19,5.0,,,,3.0,1.0,,,,,,2.0,,,5.0,23.0,,,,,,2.0,4.0,,,,,4.0,,1.0,,18.0,11.0,1.0,28.0,4.0,1.0,,,,21.0,5.0,4.0,33.0,,,17.0,,,9.0,,3.0,5.0,,,1.0,2.0,,3.0,,,14.0,5.0,13.0,8.0,4.0,9.0,0.43,269
2016-05-20,2016-05-20,5.0,,,,3.0,1.0,3.0,,,,,2.0,1.0,,2.0,13.0,2.0,,,4.0,,2.0,4.0,,,,,5.0,,,,14.0,6.0,,23.0,7.0,,1.0,,,22.0,3.0,2.0,35.0,,,16.0,1.0,,4.0,,5.0,7.0,,,,4.0,2.0,3.0,,,16.0,5.0,13.0,15.0,2.0,6.0,0.46,259
2016-05-21,2016-05-21,6.0,,,1.0,2.0,,,,,,2.0,1.0,4.0,,7.0,14.0,1.0,,,2.0,,2.0,3.0,,,,,3.0,1.0,,,12.0,10.0,1.0,23.0,7.0,,,,,23.0,5.0,2.0,35.0,,1.0,20.0,,,2.0,,1.0,7.0,2.0,,,4.0,1.0,6.0,,2.0,13.0,16.0,20.0,15.0,3.0,6.0,0.48,286
2016-05-22,2016-05-22,8.0,,1.0,,4.0,,,,,,1.0,3.0,1.0,,4.0,11.0,,,,1.0,1.0,1.0,2.0,,,,,2.0,,,,16.0,11.0,,24.0,12.0,,,,,15.0,9.0,5.0,29.0,,1.0,12.0,1.0,,7.0,1.0,10.0,4.0,,,1.0,4.0,,8.0,,,18.0,9.0,9.0,16.0,4.0,6.0,0.53,272
2016-05-23,2016-05-23,4.0,,1.0,,5.0,,,,,,2.0,4.0,2.0,,2.0,9.0,,,,2.0,,1.0,6.0,,,,,2.0,,,,16.0,9.0,2.0,18.0,13.0,1.0,1.0,1.0,,21.0,6.0,5.0,32.0,3.0,,15.0,,,7.0,,4.0,5.0,1.0,,3.0,11.0,,6.0,,,11.0,18.0,20.0,10.0,4.0,5.0,0.56,288
2016-05-24,2016-05-24,8.0,,,,4.0,1.0,1.0,,,,,3.0,,1.0,1.0,19.0,,1.0,,3.0,,4.0,10.0,,,,,6.0,,,,10.0,6.0,1.0,29.0,14.0,,,1.0,,29.0,5.0,4.0,32.0,,,16.0,,,4.0,,3.0,12.0,,,1.0,8.0,1.0,4.0,1.0,1.0,11.0,11.0,6.0,18.0,4.0,9.0,0.59,303
2016-05-25,2016-05-25,5.0,,,1.0,3.0,1.0,,,,,,1.0,1.0,,3.0,24.0,,,,3.0,,1.0,9.0,,,,,3.0,,,,13.0,6.0,1.0,28.0,8.0,,1.0,,,20.0,9.0,4.0,26.0,2.0,1.0,19.0,1.0,,7.0,,1.0,9.0,,,3.0,9.0,,2.0,,,14.0,8.0,20.0,10.0,8.0,2.0,0.62,287
2016-05-26,2016-05-26,9.0,,,,3.0,2.0,1.0,,1.0,,,3.0,2.0,,1.0,25.0,2.0,,,,,3.0,8.0,,1.0,,,4.0,,,,12.0,5.0,1.0,33.0,10.0,,2.0,2.0,,20.0,2.0,3.0,40.0,,,11.0,,,7.0,1.0,5.0,6.0,,,3.0,5.0,,7.0,,,21.0,4.0,7.0,17.0,6.0,8.0,0.65,303
2016-05-27,2016-05-27,7.0,,,1.0,3.0,1.0,,,3.0,,2.0,1.0,1.0,,2.0,23.0,,1.0,,3.0,,2.0,4.0,,,,,1.0,,,,17.0,10.0,,20.0,9.0,,2.0,,,15.0,6.0,2.0,21.0,,,20.0,,,5.0,,3.0,5.0,,,3.0,10.0,3.0,4.0,,,17.0,7.0,16.0,8.0,5.0,6.0,0.69,269
2016-05-28,2016-05-28,8.0,,,,4.0,,2.0,,,,2.0,2.0,5.0,,1.0,22.0,,,,3.0,,,6.0,,,,,3.0,1.0,,,16.0,12.0,2.0,15.0,7.0,,2.0,,,22.0,7.0,7.0,35.0,3.0,1.0,12.0,1.0,,2.0,,2.0,6.0,,,,5.0,,4.0,,,16.0,11.0,13.0,13.0,8.0,5.0,0.72,286
2016-05-29,2016-05-29,8.0,,,,7.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,11.0,,,,2.0,1.0,2.0,2.0,,,,,2.0,,1.0,,12.0,18.0,1.0,20.0,12.0,,2.0,1.0,,19.0,7.0,4.0,33.0,,,14.0,,,,,3.0,9.0,,,1.0,4.0,2.0,9.0,,,7.0,7.0,10.0,10.0,7.0,4.0,0.76,260
2016-05-30,2016-05-30,10.0,,,1.0,6.0,,,,,,1.0,4.0,,,,11.0,,,,2.0,1.0,1.0,4.0,,1.0,,,5.0,,,,16.0,10.0,,14.0,8.0,,1.0,1.0,,20.0,5.0,1.0,32.0,1.0,,22.0,,,,,2.0,11.0,1.0,1.0,4.0,3.0,,1.0,,1.0,6.0,10.0,12.0,15.0,4.0,3.0,0.8,252
2016-05-31,2016-05-31,5.0,,,,6.0,,2.0,,1.0,,2.0,3.0,3.0,1.0,6.0,21.0,,2.0,,2.0,1.0,2.0,3.0,,,,,4.0,1.0,,,16.0,12.0,1.0,34.0,10.0,,1.0,,,24.0,9.0,6.0,33.0,1.0,,23.0,,,5.0,,7.0,5.0,,,1.0,9.0,,3.0,,1.0,18.0,14.0,12.0,7.0,9.0,11.0,0.83,337
2016-06-01,2016-06-01,6.0,,,,3.0,,2.0,,,,,6.0,1.0,,4.0,25.0,,1.0,,2.0,,2.0,17.0,,,,,6.0,1.0,,,10.0,9.0,1.0,16.0,2.0,,5.0,,,18.0,8.0,6.0,38.0,1.0,,26.0,,,5.0,2.0,4.0,16.0,1.0,,1.0,2.0,1.0,,,,12.0,19.0,16.0,8.0,4.0,8.0,0.87,315
2016-06-02,2016-06-02,14.0,,,2.0,7.0,1.0,1.0,,,,,2.0,2.0,1.0,7.0,22.0,1.0,,,4.0,,1.0,3.0,,,,,9.0,3.0,,,14.0,10.0,,16.0,7.0,1.0,4.0,,,21.0,7.0,5.0,33.0,,1.0,25.0,,,3.0,,2.0,7.0,1.0,,,4.0,1.0,4.0,3.0,,15.0,9.0,8.0,13.0,5.0,9.0,0.91,308
2016-06-03,2016-06-03,6.0,,,,3.0,2.0,,,,,1.0,6.0,3.0,,5.0,24.0,,1.0,,2.0,1.0,3.0,3.0,,,,,5.0,,,,11.0,8.0,1.0,29.0,11.0,1.0,,,,15.0,10.0,10.0,35.0,,,21.0,,,3.0,1.0,6.0,11.0,1.0,1.0,,5.0,1.0,5.0,,,17.0,7.0,18.0,19.0,9.0,8.0,0.95,329
2016-06-04,2016-06-04,6.0,,,2.0,8.0,2.0,1.0,,,,,1.0,1.0,,2.0,11.0,,1.0,,2.0,,3.0,6.0,,,,,2.0,,1.0,,15.0,14.0,2.0,26.0,10.0,,5.0,,,15.0,4.0,4.0,36.0,3.0,2.0,5.0,2.0,,5.0,1.0,1.0,7.0,1.0,,,12.0,2.0,4.0,,,14.0,8.0,20.0,8.0,5.0,10.0,0.98,290
2016-06-05,2016-06-05,7.0,,,1.0,4.0,,,,,,1.0,1.0,2.0,,3.0,7.0,,1.0,,,,,3.0,,,,,1.0,,,,13.0,7.0,,25.0,12.0,,7.0,1.0,,12.0,2.0,1.0,40.0,1.0,3.0,8.0,1.0,,2.0,,3.0,5.0,,,,6.0,1.0,5.0,,1.0,14.0,5.0,10.0,20.0,1.0,4.0,0.03,241
2016-06-06,2016-06-06,4.0,,,,7.0,1.0,,,,,2.0,1.0,3.0,,2.0,20.0,,,,1.0,,3.0,7.0,,,,,3.0,,,,10.0,10.0,1.0,14.0,11.0,,,1.0,,20.0,3.0,3.0,31.0,,,20.0,2.0,,3.0,,5.0,5.0,,,,12.0,2.0,2.0,,2.0,18.0,10.0,14.0,11.0,2.0,9.0,0.06,275
2016-06-07,2016-06-07,12.0,,,,5.0,3.0,1.0,,,,,7.0,1.0,,3.0,28.0,1.0,,,1.0,1.0,1.0,6.0,,,,,8.0,,,,19.0,10.0,1.0,29.0,12.0,,,1.0,,23.0,4.0,5.0,29.0,1.0,2.0,14.0,,,4.0,1.0,6.0,9.0,,,1.0,8.0,4.0,6.0,1.0,,12.0,9.0,17.0,14.0,7.0,9.0,0.1,336
2016-06-08,2016-06-08,2.0,,,1.0,5.0,1.0,1.0,,,,2.0,3.0,2.0,,2.0,20.0,,,,2.0,,7.0,7.0,,,,,5.0,,4.0,,11.0,12.0,,21.0,8.0,1.0,2.0,,,20.0,6.0,3.0,31.0,1.0,,19.0,1.0,,3.0,,5.0,7.0,1.0,,,5.0,,3.0,,,10.0,13.0,8.0,11.0,8.0,10.0,0.13,284
2016-06-09,2016-06-09,8.0,,,,4.0,2.0,,,,,2.0,2.0,4.0,,1.0,16.0,,,,,,2.0,3.0,,,,,7.0,,,,12.0,13.0,,26.0,6.0,,1.0,5.0,,18.0,6.0,4.0,23.0,1.0,1.0,13.0,,,6.0,,4.0,5.0,1.0,,,4.0,2.0,3.0,6.0,,15.0,10.0,13.0,8.0,8.0,18.0,0.16,283
2016-06-10,2016-06-10,10.0,,,1.0,2.0,2.0,,,,,,1.0,,,1.0,29.0,,1.0,,1.0,,1.0,7.0,,,,,3.0,,,,17.0,3.0,1.0,29.0,12.0,,1.0,,,15.0,3.0,2.0,41.0,1.0,1.0,15.0,,,2.0,,6.0,11.0,,,,10.0,1.0,6.0,,,19.0,11.0,14.0,9.0,9.0,7.0,0.2,305
2016-06-11,2016-06-11,6.0,,1.0,,3.0,,1.0,,,,,1.0,2.0,,1.0,8.0,,1.0,,,,1.0,5.0,,,,,4.0,,,,10.0,12.0,1.0,28.0,10.0,,3.0,,,19.0,6.0,4.0,37.0,,1.0,8.0,1.0,,1.0,,4.0,12.0,,,,5.0,2.0,3.0,,,15.0,10.0,10.0,11.0,11.0,3.0,0.23,261
2016-06-12,2016-06-12,5.0,,,2.0,4.0,1.0,,,,,2.0,1.0,,,1.0,10.0,,,,,,,2.0,,,,,6.0,,,,16.0,13.0,1.0,15.0,8.0,,2.0,,,16.0,6.0,4.0,26.0,,1.0,15.0,1.0,,,,5.0,5.0,,,,5.0,1.0,5.0,,,15.0,7.0,17.0,13.0,6.0,4.0,0.26,241
2016-06-13,2016-06-13,7.0,,,2.0,5.0,1.0,3.0,,,,3.0,2.0,,,4.0,23.0,,,,2.0,3.0,1.0,10.0,,,,,7.0,,,,16.0,9.0,1.0,32.0,8.0,,1.0,,,21.0,5.0,5.0,38.0,,,14.0,1.0,,5.0,,3.0,6.0,2.0,,2.0,4.0,3.0,3.0,,,16.0,10.0,23.0,9.0,5.0,9.0,0.29,324
2016-06-14,2016-06-14,10.0,,,,6.0,,1.0,,,,,5.0,,,2.0,17.0,1.0,,,1.0,,2.0,5.0,,,,,3.0,,1.0,,13.0,8.0,1.0,27.0,17.0,,,2.0,,22.0,7.0,9.0,30.0,1.0,,21.0,1.0,,1.0,,5.0,12.0,2.0,1.0,,4.0,1.0,7.0,2.0,,13.0,8.0,11.0,11.0,3.0,6.0,0.32,300
2016-06-15,2016-06-15,7.0,,,,1.0,2.0,,,2.0,,1.0,2.0,8.0,,1.0,25.0,1.0,,,3.0,,,7.0,,,,,5.0,,1.0,,21.0,11.0,1.0,26.0,9.0,,,1.0,,23.0,7.0,5.0,37.0,,,18.0,,,1.0,,4.0,11.0,,1.0,,10.0,2.0,4.0,,1.0,19.0,17.0,11.0,9.0,5.0,10.0,0.35,330
2016-06-16,2016-06-16,7.0,,,,4.0,1.0,2.0,,,,1.0,4.0,,,3.0,26.0,1.0,,,,,1.0,7.0,,,,,5.0,,,,16.0,8.0,1.0,28.0,18.0,2.0,2.0,5.0,,19.0,6.0,4.0,26.0,1.0,,22.0,1.0,,7.0,,5.0,10.0,1.0,,3.0,7.0,1.0,2.0,,,15.0,5.0,16.0,16.0,3.0,8.0,0.38,320
2016-06-17,2016-06-17,5.0,,1.0,,4.0,,,,,,1.0,5.0,2.0,,2.0,21.0,,2.0,,1.0,2.0,2.0,1.0,,,,,8.0,,,,22.0,12.0,,21.0,10.0,,1.0,,,24.0,4.0,3.0,27.0,1.0,,19.0,,,7.0,,2.0,10.0,,,3.0,4.0,,4.0,,,14.0,10.0,15.0,11.0,1.0,8.0,0.41,290
2016-06-18,2016-06-18,12.0,,,1.0,3.0,1.0,,,,,1.0,1.0,1.0,,6.0,9.0,,2.0,,3.0,,,3.0,,,,,3.0,1.0,2.0,,13.0,8.0,,25.0,10.0,,2.0,1.0,,12.0,6.0,6.0,40.0,,,8.0,1.0,,,,1.0,7.0,1.0,,2.0,8.0,4.0,1.0,,,7.0,10.0,13.0,10.0,7.0,8.0,0.44,260
2016-06-19,2016-06-19,13.0,,,1.0,3.0,,,,,,,1.0,1.0,,2.0,8.0,,1.0,,1.0,,,4.0,,,,,3.0,1.0,,,14.0,10.0,,19.0,9.0,,3.0,,,21.0,8.0,3.0,30.0,1.0,,6.0,,,,,,11.0,1.0,,1.0,3.0,,10.0,,,7.0,4.0,15.0,12.0,3.0,8.0,0.47,238
2016-06-20,2016-06-20,12.0,,1.0,,6.0,4.0,2.0,,,,6.0,4.0,2.0,,2.0,20.0,1.0,,,1.0,2.0,,7.0,,,,,4.0,,,,11.0,9.0,,22.0,14.0,,,1.0,,17.0,5.0,3.0,37.0,1.0,,18.0,,,2.0,,2.0,6.0,,2.0,1.0,2.0,3.0,1.0,,,16.0,11.0,17.0,9.0,9.0,15.0,0.51,308
2016-06-21,2016-06-21,7.0,,,,8.0,1.0,2.0,,,,,1.0,,,1.0,32.0,2.0,,,1.0,,3.0,5.0,,,,,1.0,,,,17.0,7.0,,24.0,9.0,1.0,,,,16.0,8.0,2.0,44.0,,,20.0,,,2.0,,3.0,4.0,,,2.0,4.0,1.0,4.0,3.0,,10.0,11.0,7.0,6.0,7.0,8.0,0.54,284
2016-06-22,2016-06-22,6.0,,,,3.0,,,,,,,5.0,2.0,,,24.0,1.0,,,3.0,1.0,1.0,6.0,,,,,3.0,,,,13.0,6.0,1.0,28.0,12.0,,3.0,1.0,,27.0,7.0,3.0,40.0,,,19.0,1.0,,3.0,,3.0,8.0,,2.0,3.0,6.0,2.0,6.0,,,11.0,6.0,9.0,14.0,4.0,4.0,0.57,297
2016-06-23,2016-06-23,8.0,,,,8.0,,1.0,,1.0,,1.0,2.0,1.0,,4.0,19.0,1.0,1.0,,2.0,,,10.0,,,,,1.0,,,,6.0,11.0,1.0,21.0,12.0,1.0,,,,23.0,3.0,3.0,36.0,,1.0,22.0,1.0,,2.0,,5.0,15.0,,,1.0,5.0,,1.0,1.0,,13.0,11.0,17.0,12.0,6.0,10.0,0.6,300
2016-06-24,2016-06-24,8.0,,,,4.0,2.0,1.0,,,,,4.0,2.0,,1.0,26.0,1.0,,,3.0,,3.0,6.0,,,,,3.0,,1.0,,13.0,12.0,1.0,26.0,14.0,1.0,,,,21.0,7.0,4.0,30.0,2.0,1.0,12.0,,,5.0,,3.0,9.0,1.0,,2.0,6.0,4.0,2.0,,,20.0,10.0,11.0,16.0,7.0,7.0,0.64,312
2016-06-25,2016-06-25,13.0,,1.0,2.0,2.0,,,,,,1.0,3.0,,,2.0,5.0,,,,5.0,,,4.0,,,,,1.0,,,,8.0,7.0,1.0,19.0,13.0,,2.0,,,14.0,6.0,3.0,23.0,,2.0,13.0,,,2.0,,4.0,10.0,1.0,,1.0,9.0,,6.0,,1.0,14.0,8.0,16.0,7.0,5.0,4.0,0.68,238
2016-06-26,2016-06-26,12.0,,,1.0,6.0,1.0,,,,,,2.0,,,3.0,6.0,,,,3.0,1.0,4.0,5.0,,,,,6.0,,,,8.0,13.0,1.0,20.0,8.0,2.0,2.0,2.0,,16.0,1.0,1.0,27.0,,1.0,10.0,,,3.0,,3.0,3.0,,,,5.0,,2.0,,,13.0,16.0,21.0,16.0,1.0,9.0,0.71,254
2016-06-27,2016-06-27,9.0,,,,6.0,1.0,,,,,1.0,4.0,1.0,,2.0,24.0,1.0,,,1.0,1.0,2.0,5.0,,,,,2.0,,,,10.0,9.0,3.0,25.0,13.0,2.0,,1.0,,15.0,1.0,2.0,22.0,1.0,,9.0,1.0,,,,4.0,9.0,,,3.0,3.0,4.0,1.0,,,10.0,6.0,11.0,8.0,3.0,12.0,0.75,248
2016-06-28,2016-06-28,7.0,,,,8.0,,,,,,2.0,3.0,2.0,,2.0,18.0,,1.0,,3.0,,,7.0,,,,,5.0,,,,8.0,11.0,3.0,27.0,8.0,,,,,14.0,1.0,2.0,18.0,,,14.0,,,1.0,2.0,2.0,7.0,,,,3.0,1.0,5.0,,1.0,13.0,7.0,15.0,12.0,7.0,7.0,0.79,247
2016-06-29,2016-06-29,2.0,,,,4.0,,1.0,,,,2.0,1.0,1.0,,4.0,10.0,,,,,,2.0,4.0,,,,,4.0,,,,15.0,9.0,2.0,18.0,12.0,,1.0,3.0,,25.0,8.0,7.0,40.0,,,21.0,,,2.0,,3.0,7.0,3.0,,2.0,9.0,3.0,2.0,2.0,,16.0,9.0,21.0,13.0,2.0,8.0,0.82,298
2016-06-30,2016-06-30,7.0,,,,2.0,,2.0,,,,1.0,1.0,2.0,,3.0,20.0,1.0,,,1.0,,2.0,6.0,,,,,3.0,,,,10.0,9.0,,23.0,7.0,,1.0,4.0,,20.0,2.0,5.0,32.0,,1.0,17.0,,,2.0,,4.0,8.0,,,,6.0,1.0,5.0,,,11.0,13.0,14.0,12.0,2.0,9.0,0.86,269
2016-07-01,2016-07-01,7.0,1.0,,1.0,2.0,2.0,,,,,,5.0,2.0,1.0,2.0,16.0,1.0,1.0,,,1.0,1.0,5.0,,,,,8.0,1.0,,,11.0,14.0,1.0,20.0,14.0,,2.0,,,19.0,4.0,3.0,32.0,2.0,1.0,13.0,,,3.0,1.0,1.0,7.0,,,,5.0,2.0,3.0,,1.0,17.0,6.0,17.0,11.0,5.0,14.0,0.9,286
