date,date,Aggravated Assault,Aircraft,Arson,Assembly or Gathering Violations,Auto Theft,Auto Theft Recovery,Ballistics,Biological Threat,Bomb Hoax,Burglary - No Property Taken,Commercial Burglary,Confidence Games,Counterfeiting,Criminal Harassment,Disorderly Conduct,Drug Violation,Embezzlement,Evading Fare,Explosives,Fire Related Reports,Firearm Discovery,Firearm Violations,Fraud,Gambling,HOME INVASION,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Harassment,Harbor Related Incidents,Homicide,INVESTIGATE PERSON,Investigate Person,Investigate Property,Landlord/Tenant Disputes,Larceny,Larceny From Motor Vehicle,License Plate Related Incidents,License Violation,Liquor Violation,Manslaughter,Medical Assistance,Missing Person Located,Missing Person Reported,Motor Vehicle Accident Response,Offenses Against Child / Family,Operating Under the Influence,Other,Other Burglary,Phone Call Complaints,Police Service Incidents,Prisoner Related Incidents,Property Found,Property Lost,Property Related Damage,Prostitution,Recovered Stolen Property,Residential Burglary,Restraining Order Violations,Robbery,Search Warrants,Service,Simple Assault,Towed,Vandalism,Verbal Disputes,Violations,Warrant Arrests,moonPhase,total
2018-03-26,2018-03-26,4.0,,,1.0,1.0,1.0,,,,,2.0,4.0,3.0,,1.0,8.0,,,,3.0,,1.0,8.0,,,,,7.0,,,,16.0,10.0,,24.0,14.0,,,1.0,,26.0,5.0,2.0,22.0,1.0,1.0,21.0,1.0,,4.0,,3.0,11.0,1.0,,1.0,5.0,2.0,4.0,2.0,,12.0,10.0,8.0,11.0,4.0,4.0,0.33,270
2018-03-27,2018-03-27,7.0,,,,4.0,,,,,,,4.0,1.0,,1.0,22.0,,,,3.0,,2.0,8.0,,,,,8.0,,,,26.0,7.0,,19.0,6.0,,,2.0,,21.0,2.0,2.0,33.0,,,16.0,1.0,,4.0,,2.0,13.0,1.0,,1.0,,3.0,1.0,,,19.0,8.0,6.0,6.0,10.0,9.0,0.37,278
2018-03-28,2018-03-28,7.0,,,,2.0,,1.0,,,,5.0,2.0,,,2.0,17.0,,,,2.0,,6.0,4.0,,,,,2.0,,,,15.0,9.0,2.0,25.0,4.0,1.0,5.0,2.0,,22.0,8.0,4.0,27.0,1.0,,14.0,,,5.0,1.0,10.0,5.0,1.0,,1.0,6.0,1.0,2.0,2.0,1.0,16.0,7.0,13.0,10.0,2.0,9.0,0.4,281
2018-03-29,2018-03-29,7.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,2.0,11.0,,,,1.0,,1.0,7.0,,,,,4.0,,,,11.0,5.0,,20.0,12.0,,3.0,1.0,,15.0,3.0,1.0,35.0,1.0,1.0,22.0,,,1.0,,4.0,6.0,,,1.0,4.0,,1.0,,,14.0,14.0,7.0,14.0,5.0,5.0,0.44,246
2018-03-30,2018-03-30,6.0,,,,4.0,1.0,,,,,,5.0,3.0,,2.0,22.0,,,,1.0,,1.0,5.0,,,,,2.0,,1.0,,15.0,6.0,1.0,27.0,8.0,1.0,4.0,3.0,,22.0,3.0,4.0,29.0,1.0,,11.0,,,4.0,2.0,8.0,13.0,,,1.0,3.0,1.0,5.0,,,10.0,10.0,10.0,13.0,3.0,9.0,0.47,280
2018-03-31,2018-03-31,8.0,,,5.0,5.0,,,,,,,3.0,,,3.0,14.0,,,,2.0,1.0,,5.0,,,,,2.0,,1.0,,15.0,9.0,,14.0,4.0,,1.0,,,21.0,2.0,1.0,30.0,1.0,3.0,13.0,,,4.0,,,19.0,2.0,,1.0,6.0,2.0,4.0,,,21.0,9.0,11.0,12.0,2.0,4.0,0.52,260
2018-04-01,2018-04-01,10.0,,,2.0,5.0,2.0,,,,,1.0,1.0,,,2.0,5.0,,,,3.0,,1.0,5.0,,,,,6.0,1.0,,,19.0,11.0,1.0,17.0,8.0,,2.0,2.0,,15.0,1.0,2.0,28.0,,2.0,15.0,1.0,,1.0,,1.0,11.0,,,,3.0,3.0,2.0,,1.0,16.0,7.0,11.0,16.0,4.0,3.0,0.55,247
2018-04-02,2018-04-02,5.0,,,,3.0,1.0,1.0,,,,1.0,7.0,1.0,,1.0,17.0,,1.0,,1.0,,1.0,6.0,,,,,6.0,,,,15.0,10.0,1.0,25.0,9.0,,1.0,1.0,,26.0,2.0,2.0,27.0,1.0,,13.0,,,7.0,,4.0,4.0,1.0,,1.0,8.0,2.0,1.0,1.0,1.0,20.0,9.0,5.0,17.0,8.0,5.0,0.58,279
2018-04-03,2018-04-03,6.0,,1.0,2.0,2.0,,,,,,,1.0,1.0,,2.0,13.0,,1.0,,1.0,,1.0,10.0,,,,,7.0,,,,15.0,10.0,2.0,20.0,3.0,1.0,,,,22.0,3.0,1.0,40.0,,,17.0,1.0,,3.0,,7.0,9.0,1.0,,1.0,5.0,,4.0,,1.0,8.0,9.0,7.0,6.0,3.0,3.0,0.61,250
2018-04-04,2018-04-04,7.0,,,1.0,1.0,3.0,,,,,,3.0,2.0,,1.0,7.0,,,,2.0,1.0,2.0,7.0,,,,,3.0,,,,17.0,6.0,,22.0,6.0,,4.0,,,20.0,6.0,2.0,27.0,1.0,,19.0,,,6.0,,6.0,4.0,,,4.0,4.0,3.0,5.0,2.0,,17.0,10.0,12.0,14.0,6.0,6.0,0.64,269
2018-04-05,2018-04-05,4.0,,,1.0,7.0,3.0,,,,,,3.0,,,3.0,19.0,,2.0,,1.0,1.0,4.0,12.0,,1.0,,,5.0,,1.0,,11.0,15.0,2.0,20.0,2.0,1.0,3.0,,,27.0,5.0,2.0,24.0,1.0,1.0,24.0,,,3.0,2.0,2.0,7.0,,,2.0,9.0,,3.0,1.0,,14.0,12.0,7.0,11.0,9.0,4.0,0.67,291
2018-04-06,2018-04-06,7.0,,,,3.0,1.0,,,,,1.0,1.0,,,,15.0,,,,3.0,,,5.0,,,,,5.0,,,,12.0,12.0,,18.0,10.0,1.0,3.0,,,21.0,5.0,5.0,20.0,,2.0,11.0,,,3.0,,2.0,15.0,,,,3.0,1.0,1.0,1.0,,13.0,11.0,7.0,2.0,7.0,4.0,0.7,231
2018-04-07,2018-04-07,3.0,,,1.0,4.0,1.0,,,,,,2.0,,1.0,3.0,12.0,,,,1.0,,,8.0,,,,,6.0,,1.0,,14.0,12.0,2.0,20.0,15.0,1.0,7.0,1.0,,22.0,2.0,2.0,38.0,,,10.0,,,2.0,,6.0,8.0,,,,2.0,2.0,5.0,2.0,1.0,20.0,15.0,9.0,11.0,1.0,4.0,0.73,277
2018-04-08,2018-04-08,4.0,,,,6.0,,2.0,,,,,3.0,3.0,,3.0,4.0,,2.0,,4.0,,1.0,1.0,,,,,4.0,,,,8.0,15.0,,13.0,6.0,,,1.0,,24.0,5.0,4.0,27.0,,,11.0,,,3.0,,5.0,11.0,,,1.0,1.0,,2.0,,,7.0,10.0,8.0,17.0,2.0,3.0,0.76,221
2018-04-09,2018-04-09,6.0,,,,,1.0,,,,,,3.0,1.0,,3.0,11.0,,,,1.0,,3.0,6.0,,,,,4.0,,,,17.0,12.0,1.0,11.0,7.0,1.0,3.0,,,25.0,2.0,1.0,27.0,,1.0,19.0,,,2.0,,3.0,8.0,1.0,,2.0,7.0,,1.0,3.0,1.0,7.0,16.0,7.0,13.0,8.0,6.0,0.79,251
2018-04-10,2018-04-10,5.0,,,,4.0,1.0,1.0,,,,,2.0,1.0,,1.0,14.0,,,,1.0,,2.0,12.0,,,,,2.0,,2.0,,15.0,15.0,1.0,27.0,13.0,1.0,3.0,,,24.0,2.0,,19.0,,1.0,18.0,2.0,,4.0,1.0,7.0,9.0,1.0,,2.0,2.0,,3.0,,,13.0,12.0,13.0,6.0,4.0,9.0,0.82,275
2018-04-11,2018-04-11,3.0,,,,1.0,3.0,,,,,,4.0,,1.0,2.0,12.0,,,,4.0,,1.0,5.0,,,,,4.0,,,,20.0,9.0,1.0,21.0,7.0,,,1.0,,30.0,5.0,3.0,19.0,,2.0,21.0,,1.0,5.0,1.0,6.0,13.0,,,2.0,8.0,1.0,5.0,1.0,1.0,21.0,6.0,4.0,13.0,10.0,4.0,0.85,281
2018-04-12,2018-04-12,4.0,,,1.0,3.0,1.0,,,,,,4.0,3.0,,2.0,19.0,,1.0,,2.0,1.0,3.0,8.0,,1.0,,,5.0,1.0,,,16.0,14.0,1.0,24.0,7.0,,,1.0,,33.0,4.0,3.0,30.0,,,20.0,1.0,,5.0,,5.0,8.0,,,2.0,5.0,1.0,1.0,3.0,,18.0,7.0,8.0,14.0,8.0,8.0,0.88,306
2018-04-13,2018-04-13,9.0,,,1.0,5.0,,,,1.0,,1.0,4.0,2.0,,,14.0,,,,3.0,,3.0,6.0,,,,,2.0,,,,14.0,9.0,1.0,26.0,7.0,,1.0,5.0,,19.0,5.0,4.0,36.0,1.0,,13.0,1.0,,4.0,,4.0,9.0,,,2.0,3.0,2.0,4.0,2.0,,17.0,5.0,11.0,6.0,5.0,13.0,0.92,280
2018-04-14,2018-04-14,10.0,,,4.0,6.0,,1.0,,,,1.0,2.0,,,,17.0,,,,1.0,,2.0,4.0,,,,,7.0,,,,18.0,15.0,1.0,20.0,6.0,,2.0,2.0,,18.0,6.0,5.0,28.0,,,11.0,,,2.0,,5.0,8.0,1.0,,3.0,4.0,,5.0,3.0,,23.0,13.0,13.0,16.0,6.0,1.0,0.95,290
2018-04-15,2018-04-15,3.0,,,2.0,3.0,,2.0,,,,1.0,1.0,2.0,,,7.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,16.0,11.0,1.0,15.0,6.0,1.0,1.0,,,13.0,7.0,6.0,32.0,,1.0,7.0,1.0,,2.0,,3.0,8.0,2.0,,1.0,1.0,,3.0,,,11.0,16.0,6.0,13.0,7.0,1.0,0.98,219
2018-04-16,2018-04-16,5.0,,,,2.0,,,,,,2.0,4.0,1.0,,2.0,4.0,,1.0,,2.0,,1.0,5.0,,,,,6.0,1.0,,,7.0,11.0,,14.0,6.0,,1.0,,,31.0,4.0,2.0,23.0,,,12.0,,,2.0,,2.0,6.0,2.0,,,1.0,1.0,2.0,,,8.0,5.0,11.0,10.0,1.0,1.0,0.02,199
2018-04-17,2018-04-17,5.0,,,,2.0,2.0,,,,,,2.0,,,,16.0,,,,3.0,1.0,,6.0,,,,,5.0,,,,12.0,9.0,1.0,19.0,4.0,,9.0,,,31.0,3.0,3.0,20.0,,,15.0,,,8.0,,11.0,13.0,,,2.0,2.0,1.0,1.0,,,12.0,10.0,10.0,16.0,5.0,10.0,0.06,269
2018-04-18,2018-04-18,5.0,,,,,1.0,,,,,1.0,,1.0,,3.0,14.0,,,,1.0,1.0,2.0,7.0,,,,,3.0,,,,18.0,9.0,1.0,17.0,9.0,2.0,7.0,2.0,,20.0,9.0,4.0,32.0,,,21.0,,,3.0,,4.0,4.0,,,1.0,3.0,,1.0,,,15.0,13.0,8.0,15.0,6.0,7.0,0.09,270
2018-04-19,2018-04-19,7.0,,,,4.0,,,,,,4.0,3.0,1.0,,,13.0,1.0,,,1.0,2.0,,9.0,,,,,5.0,,,,16.0,11.0,,26.0,10.0,1.0,5.0,,,24.0,,4.0,30.0,,,13.0,,,3.0,,1.0,4.0,2.0,,,3.0,2.0,6.0,,,11.0,10.0,8.0,10.0,3.0,6.0,0.13,259
2018-04-20,2018-04-20,9.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,,4.0,24.0,1.0,1.0,,7.0,1.0,4.0,6.0,,,,,2.0,,,,15.0,15.0,,27.0,4.0,,1.0,,,30.0,9.0,6.0,30.0,,1.0,13.0,,,5.0,,4.0,11.0,1.0,,,2.0,5.0,1.0,,,18.0,11.0,7.0,11.0,6.0,8.0,0.17,310
2018-04-21,2018-04-21,10.0,,,2.0,3.0,,,,,,2.0,3.0,1.0,,4.0,15.0,,1.0,,2.0,,3.0,5.0,,,,,3.0,,,,11.0,3.0,1.0,28.0,9.0,2.0,1.0,,,24.0,5.0,5.0,26.0,1.0,1.0,12.0,,,1.0,,3.0,11.0,,,1.0,3.0,,3.0,,2.0,17.0,9.0,11.0,11.0,9.0,5.0,0.2,269
2018-04-22,2018-04-22,9.0,,,,2.0,2.0,1.0,,,,,2.0,,1.0,1.0,9.0,,,,2.0,1.0,3.0,3.0,,,,,4.0,2.0,,,8.0,11.0,3.0,18.0,10.0,,1.0,1.0,,20.0,2.0,1.0,30.0,,,9.0,2.0,,3.0,,2.0,7.0,,,2.0,1.0,,3.0,,,18.0,7.0,10.0,13.0,3.0,4.0,0.24,231
2018-04-23,2018-04-23,7.0,,,,3.0,1.0,1.0,,,,3.0,3.0,1.0,,1.0,19.0,,,,3.0,,4.0,4.0,,1.0,,,9.0,,,,10.0,9.0,,16.0,4.0,1.0,2.0,,,25.0,7.0,3.0,39.0,1.0,1.0,10.0,,,2.0,,,11.0,,,,,2.0,3.0,1.0,2.0,9.0,14.0,9.0,10.0,1.0,6.0,0.28,258
2018-04-24,2018-04-24,8.0,,,,3.0,2.0,1.0,,,,2.0,2.0,1.0,,4.0,12.0,,1.0,,1.0,,2.0,8.0,,1.0,,,2.0,,,,17.0,10.0,2.0,16.0,8.0,2.0,,,,30.0,6.0,4.0,32.0,,,15.0,,,4.0,1.0,3.0,16.0,,,2.0,1.0,1.0,,1.0,,10.0,11.0,9.0,5.0,6.0,9.0,0.32,271
2018-04-25,2018-04-25,9.0,,,1.0,1.0,2.0,1.0,,,,1.0,3.0,1.0,,3.0,14.0,1.0,,,1.0,1.0,2.0,5.0,,,,,1.0,,,,13.0,11.0,,16.0,2.0,,10.0,,,34.0,7.0,5.0,31.0,,2.0,22.0,1.0,,2.0,,4.0,10.0,1.0,,1.0,2.0,1.0,6.0,2.0,,14.0,7.0,10.0,11.0,9.0,6.0,0.35,287
2018-04-26,2018-04-26,7.0,,,1.0,5.0,1.0,,,,,3.0,1.0,2.0,,5.0,5.0,,,,,1.0,4.0,8.0,,,,,9.0,,,,13.0,9.0,,22.0,12.0,,,1.0,,26.0,3.0,2.0,30.0,,,16.0,,,4.0,1.0,3.0,14.0,,,,2.0,,3.0,3.0,,21.0,9.0,11.0,12.0,7.0,5.0,0.39,281
2018-04-27,2018-04-27,10.0,,,,3.0,,,,,,,2.0,1.0,,4.0,21.0,,,,1.0,,5.0,7.0,,,,,2.0,,,,14.0,4.0,,29.0,8.0,1.0,1.0,2.0,,28.0,5.0,2.0,29.0,,,18.0,,,6.0,1.0,,11.0,1.0,,1.0,4.0,2.0,2.0,1.0,,15.0,15.0,16.0,13.0,7.0,10.0,0.42,302
2018-04-28,2018-04-28,8.0,,,2.0,3.0,1.0,1.0,,,,1.0,7.0,2.0,,2.0,11.0,,1.0,,1.0,,,2.0,,,,,1.0,,1.0,,14.0,11.0,,25.0,9.0,,2.0,1.0,,17.0,2.0,2.0,45.0,4.0,,17.0,,,1.0,,5.0,9.0,,,,3.0,,3.0,,,16.0,19.0,18.0,12.0,3.0,3.0,0.46,285
2018-04-29,2018-04-29,9.0,,,,1.0,,,,,,1.0,3.0,,,4.0,2.0,,,,1.0,,,4.0,,,,,2.0,,,,13.0,5.0,,21.0,6.0,,2.0,,,33.0,5.0,4.0,27.0,,,13.0,1.0,,1.0,,1.0,8.0,,,1.0,4.0,,3.0,,,16.0,12.0,12.0,11.0,1.0,5.0,0.48,232
2018-04-30,2018-04-30,7.0,,,,8.0,2.0,,,,,,3.0,,,1.0,19.0,1.0,1.0,,1.0,1.0,,8.0,,,,,5.0,,,,16.0,12.0,,22.0,7.0,,2.0,,,17.0,6.0,6.0,32.0,,,18.0,,,4.0,,4.0,15.0,,,2.0,3.0,1.0,3.0,,,13.0,11.0,3.0,11.0,7.0,3.0,0.53,275
2018-05-01,2018-05-01,6.0,,,1.0,1.0,1.0,1.0,,,,2.0,3.0,2.0,,1.0,14.0,,,,,,,10.0,,1.0,,,4.0,,,,15.0,14.0,,23.0,5.0,,,,,28.0,10.0,6.0,33.0,,,20.0,,,3.0,1.0,2.0,22.0,,,,3.0,2.0,1.0,,,19.0,13.0,8.0,16.0,5.0,8.0,0.56,304
2018-05-02,2018-05-02,7.0,,,1.0,2.0,,3.0,,,,2.0,,2.0,,5.0,23.0,1.0,,,2.0,,3.0,10.0,,,,,3.0,,,,23.0,12.0,,24.0,9.0,1.0,,1.0,,40.0,9.0,4.0,25.0,1.0,,25.0,1.0,,2.0,,5.0,12.0,,,1.0,2.0,,6.0,,,20.0,15.0,10.0,14.0,9.0,13.0,0.59,348
2018-05-03,2018-05-03,8.0,,,,5.0,2.0,,,,,,5.0,3.0,1.0,,14.0,1.0,2.0,,2.0,,2.0,7.0,,,,,3.0,,,,17.0,11.0,,20.0,7.0,,,,,35.0,4.0,4.0,30.0,,2.0,15.0,,,4.0,,3.0,10.0,,,2.0,1.0,4.0,2.0,,,14.0,7.0,6.0,17.0,3.0,6.0,0.62,279
2018-05-04,2018-05-04,9.0,,,,3.0,1.0,1.0,,,,2.0,3.0,2.0,,4.0,20.0,,,,2.0,,6.0,9.0,,,,,5.0,,2.0,,19.0,14.0,1.0,19.0,9.0,1.0,1.0,3.0,,34.0,5.0,6.0,36.0,,,17.0,2.0,,4.0,,1.0,12.0,,,1.0,1.0,,2.0,1.0,1.0,23.0,12.0,19.0,18.0,6.0,7.0,0.65,344
2018-05-05,2018-05-05,12.0,,,2.0,7.0,,1.0,,,,3.0,1.0,,,1.0,5.0,,,,2.0,2.0,2.0,3.0,,,,,1.0,,,,14.0,23.0,2.0,29.0,8.0,1.0,1.0,1.0,,22.0,10.0,6.0,31.0,,1.0,14.0,,,2.0,,3.0,13.0,4.0,,,2.0,,5.0,1.0,1.0,21.0,10.0,15.0,12.0,2.0,2.0,0.68,298
2018-05-06,2018-05-06,7.0,,,,5.0,,,,,,2.0,2.0,,,2.0,6.0,1.0,,,3.0,,,2.0,,,,,1.0,,,,15.0,19.0,3.0,17.0,9.0,3.0,2.0,,,31.0,3.0,5.0,26.0,,,8.0,,,2.0,,4.0,11.0,1.0,,,,,2.0,,,17.0,6.0,16.0,21.0,3.0,3.0,0.71,258
2018-05-07,2018-05-07,9.0,,,1.0,1.0,1.0,1.0,,,,,3.0,1.0,,2.0,17.0,,1.0,,3.0,,1.0,4.0,,1.0,,,2.0,,,,16.0,19.0,,19.0,6.0,2.0,,,,27.0,2.0,4.0,23.0,,,28.0,,,2.0,1.0,3.0,16.0,,,1.0,1.0,2.0,6.0,,,26.0,16.0,10.0,13.0,9.0,4.0,0.74,304
2018-05-08,2018-05-08,6.0,,,,4.0,,1.0,,,,,4.0,1.0,,1.0,12.0,,1.0,1.0,,,,9.0,,,,,3.0,,1.0,,16.0,9.0,2.0,22.0,3.0,1.0,1.0,,,21.0,8.0,3.0,29.0,1.0,1.0,17.0,,,1.0,,4.0,8.0,1.0,,2.0,5.0,1.0,2.0,,,13.0,14.0,13.0,13.0,9.0,7.0,0.77,271
2018-05-09,2018-05-09,12.0,,,,3.0,1.0,,,1.0,,,1.0,3.0,1.0,,26.0,,,,2.0,,,6.0,,,,,1.0,,,,8.0,11.0,1.0,22.0,4.0,,3.0,,,29.0,2.0,1.0,32.0,,,10.0,3.0,,1.0,,7.0,6.0,,,1.0,3.0,1.0,3.0,1.0,1.0,15.0,14.0,4.0,16.0,11.0,11.0,0.8,278
2018-05-10,2018-05-10,10.0,,,,4.0,2.0,1.0,,,,,2.0,,,5.0,19.0,,,,1.0,1.0,2.0,6.0,,,,,5.0,,,,16.0,15.0,,36.0,6.0,,7.0,1.0,,24.0,4.0,3.0,26.0,,1.0,27.0,,,3.0,,4.0,10.0,,,2.0,2.0,,2.0,,,19.0,12.0,16.0,10.0,6.0,2.0,0.83,312
2018-05-11,2018-05-11,6.0,,,,3.0,1.0,1.0,,,,1.0,4.0,1.0,,2.0,19.0,,,,,1.0,1.0,9.0,,,,,8.0,,,,18.0,9.0,1.0,25.0,11.0,1.0,,2.0,,21.0,3.0,1.0,37.0,,,15.0,1.0,,3.0,,3.0,14.0,,,3.0,6.0,1.0,8.0,2.0,1.0,21.0,11.0,13.0,10.0,6.0,5.0,0.86,309
2018-05-12,2018-05-12,4.0,,,,4.0,,1.0,,,,1.0,2.0,1.0,1.0,1.0,11.0,,,,5.0,,1.0,4.0,,,,,3.0,,,,10.0,13.0,1.0,26.0,8.0,1.0,,,,19.0,3.0,2.0,27.0,,1.0,15.0,,,2.0,,6.0,9.0,,,2.0,1.0,,4.0,,,15.0,14.0,8.0,15.0,6.0,7.0,0.9,254
2018-05-13,2018-05-13,13.0,,,1.0,3.0,1.0,,,,,,,,,1.0,2.0,,,,,,1.0,4.0,,,,,3.0,,,,9.0,11.0,,17.0,11.0,,1.0,,,22.0,5.0,2.0,32.0,,1.0,12.0,,,,,2.0,5.0,,,2.0,3.0,,2.0,,,20.0,12.0,18.0,9.0,1.0,4.0,0.93,230
2018-05-14,2018-05-14,6.0,,,1.0,4.0,,1.0,,,,2.0,4.0,1.0,,1.0,10.0,,1.0,,3.0,,,4.0,,,,,2.0,,,,17.0,11.0,,29.0,7.0,,,,,29.0,4.0,2.0,25.0,,1.0,12.0,,,3.0,,2.0,4.0,1.0,,,5.0,3.0,1.0,,,18.0,14.0,13.0,9.0,3.0,6.0,0.97,259
2018-05-15,2018-05-15,12.0,,,1.0,5.0,1.0,1.0,,,,1.0,2.0,,,2.0,17.0,,,,2.0,,2.0,12.0,,,,,3.0,1.0,1.0,,18.0,18.0,,15.0,5.0,,1.0,1.0,,31.0,4.0,3.0,48.0,1.0,,20.0,,,5.0,1.0,5.0,7.0,1.0,,2.0,5.0,1.0,5.0,1.0,2.0,16.0,16.0,16.0,7.0,7.0,2.0,0.01,327
2018-05-16,2018-05-16,3.0,,,1.0,2.0,,3.0,,,,2.0,3.0,1.0,,1.0,16.0,,,,3.0,1.0,1.0,7.0,,,,,4.0,,,,12.0,9.0,2.0,19.0,9.0,,,,,24.0,7.0,2.0,25.0,2.0,,11.0,,1.0,3.0,,9.0,9.0,,,1.0,3.0,1.0,3.0,2.0,,14.0,7.0,11.0,15.0,3.0,9.0,0.04,261
2018-05-17,2018-05-17,15.0,,,,4.0,1.0,,,,,2.0,2.0,2.0,,3.0,11.0,3.0,,,2.0,2.0,4.0,6.0,,,,,5.0,,,,11.0,10.0,,28.0,14.0,,,,,29.0,4.0,1.0,37.0,1.0,,23.0,,,5.0,,9.0,7.0,,,2.0,4.0,1.0,2.0,,,15.0,16.0,13.0,13.0,3.0,7.0,0.08,317
2018-05-18,2018-05-18,9.0,,,,5.0,4.0,,,,,1.0,,1.0,,1.0,27.0,,1.0,,5.0,,2.0,6.0,,,,,3.0,,,,20.0,9.0,,24.0,7.0,,,3.0,,22.0,4.0,2.0,37.0,,1.0,18.0,1.0,1.0,4.0,1.0,,9.0,1.0,,3.0,4.0,,2.0,,,20.0,13.0,19.0,11.0,6.0,4.0,0.12,311
2018-05-19,2018-05-19,6.0,,,,11.0,1.0,,,,,2.0,1.0,1.0,,3.0,7.0,,,,2.0,,1.0,4.0,,,,,1.0,,,,12.0,12.0,2.0,21.0,7.0,2.0,3.0,,,23.0,4.0,3.0,22.0,,,14.0,,,2.0,,6.0,10.0,2.0,,4.0,2.0,2.0,1.0,2.0,,22.0,12.0,14.0,13.0,6.0,6.0,0.15,269
2018-05-20,2018-05-20,8.0,,,,2.0,,1.0,,,,2.0,4.0,,,2.0,13.0,,,,1.0,,1.0,3.0,,,,,5.0,,,,10.0,13.0,1.0,21.0,11.0,,1.0,,,20.0,3.0,1.0,27.0,2.0,,22.0,1.0,,1.0,,7.0,4.0,,,1.0,5.0,1.0,4.0,,,18.0,11.0,11.0,15.0,5.0,2.0,0.19,260
2018-05-21,2018-05-21,13.0,,,1.0,10.0,2.0,,,,,1.0,7.0,1.0,,1.0,12.0,,1.0,,1.0,2.0,2.0,4.0,,,,,9.0,,,,18.0,9.0,1.0,23.0,5.0,,1.0,1.0,,22.0,5.0,5.0,28.0,1.0,,22.0,2.0,,2.0,,7.0,8.0,1.0,,3.0,3.0,1.0,6.0,,,21.0,14.0,11.0,7.0,6.0,6.0,0.23,306
2018-05-22,2018-05-22,5.0,,,,2.0,,1.0,,,,4.0,1.0,2.0,1.0,1.0,9.0,,,,1.0,1.0,1.0,6.0,,,,,10.0,,,,19.0,11.0,2.0,22.0,5.0,,,,,21.0,1.0,,45.0,,,27.0,2.0,,3.0,2.0,4.0,10.0,1.0,,,4.0,1.0,3.0,,1.0,17.0,15.0,8.0,13.0,3.0,9.0,0.27,294
2018-05-23,2018-05-23,4.0,1.0,,1.0,5.0,2.0,1.0,,,,2.0,1.0,1.0,,,11.0,,1.0,,,3.0,3.0,7.0,,,,,2.0,,,,22.0,8.0,2.0,23.0,14.0,,1.0,,,37.0,7.0,3.0,34.0,3.0,,23.0,1.0,1.0,6.0,,5.0,13.0,,,3.0,10.0,3.0,3.0,,,18.0,9.0,11.0,12.0,6.0,17.0,0.3,340
2018-05-24,2018-05-24,5.0,,,,4.0,2.0,1.0,,,,,4.0,2.0,,3.0,17.0,,2.0,,,,2.0,6.0,,,,,5.0,,,,9.0,7.0,1.0,23.0,8.0,,3.0,1.0,,25.0,2.0,2.0,33.0,1.0,2.0,13.0,,,4.0,,7.0,10.0,,,,5.0,2.0,6.0,2.0,,22.0,16.0,10.0,9.0,2.0,7.0,0.34,285
2018-05-25,2018-05-25,3.0,,,,1.0,,1.0,,,,,1.0,,,,18.0,,,,,,1.0,5.0,,,,,5.0,,,,21.0,9.0,1.0,16.0,10.0,,1.0,3.0,,24.0,6.0,6.0,44.0,1.0,2.0,20.0,2.0,,2.0,,2.0,11.0,,,2.0,7.0,4.0,5.0,1.0,,21.0,12.0,14.0,10.0,5.0,4.0,0.37,301
2018-05-26,2018-05-26,13.0,1.0,,1.0,5.0,,1.0,,,,2.0,1.0,,,2.0,13.0,,,,3.0,,2.0,6.0,,,,,1.0,,,,18.0,12.0,,19.0,11.0,1.0,1.0,,,29.0,5.0,2.0,36.0,,,16.0,1.0,,5.0,,2.0,9.0,1.0,,,4.0,1.0,3.0,1.0,,14.0,8.0,13.0,16.0,4.0,7.0,0.41,290
2018-05-27,2018-05-27,3.0,,,,6.0,1.0,,,,,,4.0,1.0,,1.0,2.0,,,,1.0,,4.0,4.0,,,,,3.0,,,,15.0,14.0,1.0,13.0,10.0,,1.0,,,29.0,3.0,3.0,32.0,,1.0,14.0,,,5.0,,1.0,15.0,,,2.0,3.0,1.0,2.0,1.0,,17.0,7.0,16.0,16.0,1.0,2.0,0.44,255
2018-05-28,2018-05-28,7.0,,,,5.0,3.0,2.0,,,,2.0,3.0,3.0,,4.0,6.0,,2.0,,1.0,,2.0,7.0,,,,,1.0,,,,16.0,9.0,1.0,12.0,8.0,1.0,1.0,,,26.0,4.0,5.0,26.0,,1.0,15.0,,,1.0,,4.0,6.0,1.0,,,2.0,,2.0,,,10.0,10.0,12.0,12.0,1.0,2.0,0.47,236
2018-05-29,2018-05-29,5.0,,,1.0,2.0,1.0,,,,,1.0,1.0,,1.0,4.0,13.0,1.0,,,3.0,1.0,5.0,4.0,,,,,2.0,,1.0,,19.0,9.0,1.0,28.0,11.0,,,4.0,,17.0,5.0,1.0,39.0,,,18.0,,,2.0,,3.0,14.0,1.0,,,1.0,1.0,4.0,,1.0,17.0,17.0,15.0,13.0,5.0,7.0,0.51,299
2018-05-30,2018-05-30,12.0,1.0,,,3.0,,2.0,,,,,1.0,3.0,,3.0,9.0,,,,1.0,1.0,,10.0,,,,,7.0,,,,24.0,9.0,1.0,16.0,10.0,1.0,,,,17.0,5.0,5.0,37.0,1.0,1.0,15.0,,,5.0,,3.0,12.0,2.0,,3.0,1.0,2.0,3.0,,1.0,22.0,7.0,17.0,12.0,7.0,9.0,0.54,301
