,Date,Percent Illumination,Total Crimes,City
913,2017-07-02,62.0,406,San Francisco
914,2017-07-03,71.0,419,San Francisco
915,2017-07-04,79.0,380,San Francisco
916,2017-07-05,86.0,406,San Francisco
917,2017-07-06,92.0,418,San Francisco
918,2017-07-07,96.0,411,San Francisco
919,2017-07-08,99.0,466,San Francisco
920,2017-07-09,100.0,441,San Francisco
921,2017-07-10,99.0,407,San Francisco
922,2017-07-11,96.0,389,San Francisco
923,2017-07-12,91.0,400,San Francisco
924,2017-07-13,85.0,477,San Francisco
925,2017-07-14,77.0,436,San Francisco
926,2017-07-15,67.0,472,San Francisco
927,2017-07-16,57.0,405,San Francisco
928,2017-07-17,46.0,448,San Francisco
929,2017-07-18,34.0,436,San Francisco
930,2017-07-19,24.0,435,San Francisco
931,2017-07-20,15.0,448,San Francisco
932,2017-07-21,7.0,451,San Francisco
933,2017-07-22,2.0,441,San Francisco
934,2017-07-23,0.0,442,San Francisco
935,2017-07-24,1.0,381,San Francisco
936,2017-07-25,4.0,430,San Francisco
937,2017-07-26,10.0,397,San Francisco
938,2017-07-27,18.0,406,San Francisco
939,2017-07-28,27.0,468,San Francisco
940,2017-07-29,36.0,455,San Francisco
941,2017-07-30,46.0,391,San Francisco
942,2017-07-31,56.0,369,San Francisco
943,2017-08-01,65.0,411,San Francisco
944,2017-08-02,74.0,435,San Francisco
945,2017-08-03,82.0,393,San Francisco
946,2017-08-04,88.0,399,San Francisco
947,2017-08-05,94.0,430,San Francisco
948,2017-08-06,98.0,347,San Francisco
949,2017-08-07,100.0,395,San Francisco
950,2017-08-08,100.0,411,San Francisco
951,2017-08-09,98.0,410,San Francisco
952,2017-08-10,94.0,372,San Francisco
953,2017-08-11,88.0,465,San Francisco
954,2017-08-12,80.0,496,San Francisco
955,2017-08-13,70.0,383,San Francisco
956,2017-08-14,60.0,367,San Francisco
957,2017-08-15,48.0,445,San Francisco
958,2017-08-16,37.0,368,San Francisco
959,2017-08-17,26.0,422,San Francisco
960,2017-08-18,17.0,450,San Francisco
961,2017-08-19,9.0,423,San Francisco
962,2017-08-20,3.0,439,San Francisco
963,2017-08-21,0.0,426,San Francisco
964,2017-08-22,0.0,406,San Francisco
965,2017-08-23,3.0,383,San Francisco
966,2017-08-24,7.0,443,San Francisco
967,2017-08-25,14.0,460,San Francisco
968,2017-08-26,21.0,420,San Francisco
969,2017-08-27,30.0,378,San Francisco
970,2017-08-28,39.0,422,San Francisco
971,2017-08-29,49.0,388,San Francisco
972,2017-08-30,58.0,447,San Francisco
973,2017-08-31,67.0,438,San Francisco
974,2017-09-01,76.0,548,San Francisco
975,2017-09-02,84.0,400,San Francisco
976,2017-09-03,90.0,355,San Francisco
977,2017-09-04,95.0,386,San Francisco
978,2017-09-05,99.0,380,San Francisco
979,2017-09-06,100.0,410,San Francisco
980,2017-09-07,99.0,402,San Francisco
981,2017-09-08,96.0,441,San Francisco
982,2017-09-09,90.0,418,San Francisco
983,2017-09-10,82.0,431,San Francisco
984,2017-09-11,73.0,441,San Francisco
985,2017-09-12,62.0,414,San Francisco
986,2017-09-13,51.0,399,San Francisco
987,2017-09-14,39.0,442,San Francisco
988,2017-09-15,29.0,442,San Francisco
989,2017-09-16,19.0,482,San Francisco
990,2017-09-17,11.0,360,San Francisco
991,2017-09-18,5.0,433,San Francisco
992,2017-09-19,1.0,337,San Francisco
993,2017-09-20,0.0,398,San Francisco
994,2017-09-21,1.0,383,San Francisco
995,2017-09-22,4.0,506,San Francisco
996,2017-09-23,10.0,490,San Francisco
997,2017-09-24,16.0,358,San Francisco
998,2017-09-25,24.0,403,San Francisco
999,2017-09-26,32.0,464,San Francisco
1000,2017-09-27,42.0,478,San Francisco
1001,2017-09-28,51.0,427,San Francisco
1002,2017-09-29,60.0,431,San Francisco
1003,2017-09-30,70.0,425,San Francisco
1004,2017-10-01,78.0,427,San Francisco
1005,2017-10-02,86.0,374,San Francisco
1006,2017-10-03,92.0,439,San Francisco
1007,2017-10-04,97.0,423,San Francisco
1008,2017-10-05,100.0,422,San Francisco
1009,2017-10-06,100.0,445,San Francisco
1010,2017-10-07,97.0,453,San Francisco
1011,2017-10-08,92.0,457,San Francisco
1012,2017-10-09,85.0,409,San Francisco
1013,2017-10-10,75.0,427,San Francisco
1014,2017-10-11,65.0,409,San Francisco
1015,2017-10-12,54.0,413,San Francisco
1016,2017-10-13,42.0,493,San Francisco
1017,2017-10-14,32.0,484,San Francisco
1018,2017-10-15,22.0,417,San Francisco
1019,2017-10-16,14.0,458,San Francisco
1020,2017-10-17,7.0,434,San Francisco
1021,2017-10-18,3.0,432,San Francisco
1022,2017-10-19,1.0,382,San Francisco
1023,2017-10-20,0.0,450,San Francisco
1024,2017-10-21,2.0,430,San Francisco
1025,2017-10-22,6.0,432,San Francisco
1026,2017-10-23,11.0,420,San Francisco
1027,2017-10-24,18.0,368,San Francisco
1028,2017-10-25,25.0,443,San Francisco
1029,2017-10-26,34.0,488,San Francisco
1030,2017-10-27,43.0,492,San Francisco
1031,2017-10-28,53.0,412,San Francisco
1032,2017-10-29,62.0,393,San Francisco
1033,2017-10-30,72.0,430,San Francisco
1034,2017-10-31,81.0,399,San Francisco
1035,2017-11-01,88.0,420,San Francisco
1036,2017-11-02,94.0,373,San Francisco
1037,2017-11-03,98.0,499,San Francisco
1038,2017-11-04,100.0,389,San Francisco
1039,2017-11-05,98.0,399,San Francisco
1040,2017-11-06,94.0,394,San Francisco
1041,2017-11-07,87.0,435,San Francisco
1042,2017-11-08,79.0,449,San Francisco
1043,2017-11-09,68.0,462,San Francisco
1044,2017-11-10,57.0,490,San Francisco
1045,2017-11-11,46.0,432,San Francisco
1046,2017-11-12,36.0,327,San Francisco
1047,2017-11-13,26.0,345,San Francisco
1048,2017-11-14,17.0,449,San Francisco
1049,2017-11-15,10.0,419,San Francisco
1050,2017-11-16,5.0,356,San Francisco
1051,2017-11-17,2.0,424,San Francisco
1052,2017-11-18,0.0,393,San Francisco
1053,2017-11-19,1.0,408,San Francisco
1054,2017-11-20,3.0,433,San Francisco
1055,2017-11-21,7.0,408,San Francisco
1056,2017-11-22,12.0,460,San Francisco
1057,2017-11-23,19.0,288,San Francisco
1058,2017-11-24,27.0,426,San Francisco
1059,2017-11-25,36.0,399,San Francisco
1060,2017-11-26,45.0,369,San Francisco
1061,2017-11-27,55.0,463,San Francisco
1062,2017-11-28,65.0,443,San Francisco
1063,2017-11-29,75.0,411,San Francisco
1064,2017-11-30,84.0,384,San Francisco
1065,2017-12-01,91.0,468,San Francisco
1066,2017-12-02,97.0,387,San Francisco
1067,2017-12-03,100.0,353,San Francisco
1068,2017-12-04,99.0,388,San Francisco
1069,2017-12-05,96.0,400,San Francisco
1070,2017-12-06,90.0,404,San Francisco
1071,2017-12-07,82.0,459,San Francisco
1072,2017-12-08,73.0,420,San Francisco
1073,2017-12-09,62.0,387,San Francisco
1074,2017-12-10,51.0,434,San Francisco
1075,2017-12-11,41.0,411,San Francisco
1076,2017-12-12,31.0,388,San Francisco
1077,2017-12-13,22.0,411,San Francisco
1078,2017-12-14,15.0,448,San Francisco
1079,2017-12-15,9.0,471,San Francisco
1080,2017-12-16,4.0,430,San Francisco
1081,2017-12-17,1.0,399,San Francisco
1082,2017-12-18,0.0,424,San Francisco
1083,2017-12-19,1.0,367,San Francisco
1084,2017-12-20,3.0,432,San Francisco
1085,2017-12-21,8.0,439,San Francisco
1086,2017-12-22,13.0,411,San Francisco
1087,2017-12-23,20.0,438,San Francisco
1088,2017-12-24,29.0,320,San Francisco
1089,2017-12-25,38.0,273,San Francisco
1090,2017-12-26,48.0,320,San Francisco
1091,2017-12-27,59.0,384,San Francisco
1092,2017-12-28,69.0,422,San Francisco
1093,2017-12-29,79.0,408,San Francisco
1094,2017-12-30,88.0,424,San Francisco
1095,2017-12-31,94.0,424,San Francisco
